id,tier,original_option,new_option
r28_prof_los_a_q28,B,Only Statement II violates Code and Standards; Standard I(C) prohibits members and candidates from stating or implying that clients will obtain or achieve rate of return that was generated in past — such guarantees are misleading to investors; Statement I is factually accurate — US Treasury bonds are backed by full faith and credit of US government so default risk on the bonds themselves is minimal.,Only Statement II violates Code and Standards.
r28_prof_los_a_q29,B,"Yes, because statement misrepresents Michelieu's track record; even though technically true, the statement gives misleading impression of Michelieu's performance because one client's large gain (that Michelieu advised against) drove the average far above what his recommendations actually produced; misrepresentation includes creating misleading impression through selective or context-free statistics.","Yes, because statement misrepresents Michelieu's track record."
r28_prof_los_a_q31,B,"plagiarism is defined as COPYING or USING in substantially the same form materials prepared by others without acknowledging source of material or identifying author and publisher; must not copy (or represent as their own) original ideas or material without permission and must acknowledge and identify source of ideas or material that is not their own; examples include: (1) taking research report by another firm/person, changing names, releasing as one's own; (2) using excerpts from articles/reports either verbatim or with only slight wording changes without acknowledgment; (3) citing specific quotations as attributable to 'leading analysts' without naming specific references; (4) presenting statistical estimates/forecasts prepared by others identifying sources but without qualifying statements/caveats; (5) using charts and graphs without stating sources; (6) copying proprietary spreadsheets or algorithms without seeking cooperation or authorization of their creators.",plagiarism is defined as COPYING or USING in substantially the same form materials prepared by others without acknowledging source of material or identifying author and publisher.
r28_prof_los_a_q32,B,"in some situations, members or candidates may use research conducted or models developed by others within same firm WITHOUT committing violation; most common example: one (or more) of original analysts is no longer with firm; research and models developed while employed by firm are property of the firm; firm retains right to continue using work completed after member or candidate has left organization; firm may issue future reports without providing attribution to prior analysts; member or candidate must NOT, however, reissue a previously released report solely under his or her name.","in some situations, members or candidates may use research conducted or models developed by others within same firm WITHOUT committing violation."
r28_prof_los_a_q33,B,"Sasserman's excessive drinking at lunch and subsequent intoxication at work constitute violation of Standard I(D) because this conduct has raised questions about his professionalism and competence; behavior reflects poorly on him, his employer, and the investment industry.",Sasserman's excessive drinking at lunch and subsequent intoxication at work constitute violation of Standard I(D) because this conduct has raised questions about his professionalism and competence.
r28_prof_los_a_q36,B,"O'Hara is in violation of Standard I(D) by engaging in sexual harassment that reflects poorly on his professional reputation and integrity; although actions do not take place in the workplace, O'Hara's actions are professional conduct within the meaning of Code and Standards because conduct takes place as part of his work with the local society and encompasses the use of his charter and membership in the organization.",O'Hara is in violation of Standard I(D) by engaging in sexual harassment that reflects poorly on his professional reputation and integrity.
r28_prof_los_a_q37,B,"by engaging in fraud, dishonesty, and deceit in using fabricated and altered statistics to support her opinion on casino issue, Nehjer engaged in misconduct and violated Standard I(D); although she is retired, her actions in this case are professional conduct within meaning of standard because she identified herself as CFA charterholder and explicitly used her charter in attempt to give her analysis and opinions more credibility.","by engaging in fraud, dishonesty, and deceit in using fabricated and altered statistics to support her opinion on casino issue, Nehjer engaged in misconduct and violated Standard I(D)."
r28_prof_los_a_q38,B,"Mewis violated Standard I(D) by engaging in dishonesty, fraud, and deceit and in conduct that reflects adversely on her professional reputation and integrity; although her actions are not related to her employment with investment adviser, her conduct relates to candidate's involvement in investment profession and security markets.","Mewis violated Standard I(D) by engaging in dishonesty, fraud, and deceit and in conduct that reflects adversely on her professional reputation and integrity."
r28_prof_los_a_q39,B,"while Tan's actions involve dishonesty, fraud, deceit, and lying to government officials, his actions do NOT fall within definition of professional conduct for purposes of application of Code and Standards; his conduct is at most tangential to his employment and does not implicate his participation in CFA Program or any other affiliation with CFA Institute; as a result, while his conduct is deplorable, it is not 'professional' conduct to which Code and Standards apply.","while Tan's actions involve dishonesty, fraud, deceit, and lying to government officials, his actions do NOT fall within definition of professional conduct for purposes of application of Code and Standards."
r28_prof_los_a_q40,B,"Lee satisfied requirement of Standard I(E); Lee was able to write knowledgeable and informative research report for her clients by keeping abreast of developments in her field through news reports, consulting with experts, and studying trade deal itself to ensure that her knowledge was up to date.",Lee satisfied requirement of Standard I(E).
r28_prof_los_a_q41,B,Choe extended her competence in her field by educating herself on new considerations relevant to her industry and by hiring someone with ESG expertise to fill a knowledge and skills gap before she and her team incorporated ESG considerations into firm's research reports; Choe satisfied requirement of Standard I(E).,Choe extended her competence in her field by educating herself on new considerations relevant to her industry and by hiring someone with ESG expertise to fill a knowledge and skills gap before she and her team incorporated ESG considerations into firm's research reports.
r28_prof_los_a_q42,B,"Glusker failed to satisfy requirement of Standard I(E); he did receive passing score on licensing examination, but passing the examination by itself is NOT adequate to demonstrate competency; Glusker's failure to learn applicable rules and regulations relating to fairness when dealing with clients and prospects means that he does not possess required knowledge to serve in his new role, despite passing licensing examination.",Glusker failed to satisfy requirement of Standard I(E).
r28_prof_los_a_q43,B,"Evans violated Standard I(E); her new position demands competence in other skills, abilities, and knowledge beyond those needed for her previous position; Evans must ensure she extends her competence to cover all responsibilities of her new role; must obtain skills and knowledge needed for fulfilling her supervisory responsibility of other analysts — could include attending conferences or taking professional development courses on management, earning compliance credentials, and internal training on supervisory responsibility.",Evans violated Standard I(E).
r28_prof_los_a_q44,B,"given his limited knowledge, Halsey is not competent to invest in cryptocurrency for his clients; by hastily investing in cryptocurrency products without understanding nature of investment or suitability of investment for his clients, Halsey violated Standard I(E).","given his limited knowledge, Halsey is not competent to invest in cryptocurrency for his clients."
r28_prof_los_a_q45,B,"while competence allows members and candidates opportunity to undertake an activity successfully, lack of competence CANNOT necessarily be determined by an unsuccessful or negative outcome; many competent investment professionals have experienced failure or loss — competent investment manager may not always make profitable investment decisions; competent securities analyst may not accurately predict future prospects of investment despite diligent and thorough analysis.","while competence allows members and candidates opportunity to undertake an activity successfully, lack of competence CANNOT necessarily be determined by an unsuccessful or negative outcome."
r28_prof_los_b_q1,B,'more strict' law or regulation is the law or regulation that imposes greater restrictions on action of member or candidate OR calls for member or candidate to exert greater degree of action to protect interests of clients; applicable law is law that governs member's or candidate's conduct; which law applies depends on particular facts and circumstances of each case.,'more strict' law or regulation is the law or regulation that imposes greater restrictions on action of member or candidate OR calls for member or candidate to exert greater degree of action to protect interests of clients.
r28_prof_los_b_q2,B,"(1) must comply with applicable laws or regulations related to their professional activities; (2) must not engage in conduct that constitutes violation of Code and Standards, even though it may otherwise be legal; (3) in absence of any applicable law or regulation or when Code and Standards impose higher degree of responsibility than applicable laws and regulations, must adhere to Code and Standards.",(1) must comply with applicable laws or regulations related to their professional activities.
r28_prof_los_b_q3,B,"may take following intermediate steps to dissociate from ethical violations of others when direct discussions with person committing violation are unsuccessful: FIRST step is to attempt to stop behavior by bringing it to attention of employer through supervisor or firm's compliance department; if this attempt unsuccessful, then must step away and dissociate from activity; dissociation practices differ based on member's/candidate's professional role — may include removing one's name from written reports or recommendations, asking for different assignment, or refusing to accept new client or continue to advise current client; INACTION combined with continuing association with those involved in illegal or unethical conduct may be construed as participation or assistance in illegal or unethical conduct.",may take following intermediate steps to dissociate from ethical violations of others when direct discussions with person committing violation are unsuccessful: FIRST step is to attempt to stop behavior by bringing it to attention of employer through supervisor or firm's compliance department.
r28_prof_los_b_q4,B,"CFA Institute strongly encourages members and candidates to report potential violations of Code and Standards committed by fellow members and candidates; although failure to report is less likely to be construed as violation than failure to dissociate from unethical conduct, impact of inactivity on integrity of capital markets can be significant; Code and Standards do NOT compel members and candidates to report violations to their governmental or regulatory organizations UNLESS such disclosure is mandatory under applicable law (voluntary reporting is often referred to as 'whistle-blowing'); such disclosure may be prudent under certain circumstances; should consult legal and compliance advisers for guidance.",CFA Institute strongly encourages members and candidates to report potential violations of Code and Standards committed by fellow members and candidates.
r28_prof_los_b_q5,B,members and candidates involved in creating or maintaining investment services or products must be mindful of where these services/products will be sold and their places of origination; those responsible for providing services or creating/providing investment products must understand and comply with applicable laws and regulations in ALL relevant jurisdictions; must undertake necessary due diligence when transacting cross-border business to understand multiple applicable laws and regulations; should seek appropriate guidance including firm's compliance/legal departments and legal counsel outside organization to gain reasonable understanding of their responsibilities.,members and candidates involved in creating or maintaining investment services or products must be mindful of where these services/products will be sold and their places of origination.
r28_prof_los_b_q6,B,"when dissociating from an activity that violates Code and Standards, members and candidates should DOCUMENT the violation; this creates record supporting their position that they took appropriate steps to separate themselves from unethical activity.","when dissociating from an activity that violates Code and Standards, members and candidates should DOCUMENT the violation."
r28_prof_los_b_q7,B,"if firm is unwilling to permit dissemination of adverse opinions about corporate client, members and candidates should encourage firm to remove the controversial company from its research universe and put it on a restricted list so that firm disseminates only factual information about company; restricted lists help manage conflicts inherent in investment banking relationships.","if firm is unwilling to permit dissemination of adverse opinions about corporate client, members and candidates should encourage firm to remove the controversial company from its research universe and put it on a restricted list so that firm disseminates only factual information about company."
r28_prof_los_b_q8,B,"when attending analyst events, best practice for members and candidates is to REJECT any special cost arrangements — should pay for their commercial transportation and hotel charges — because acceptance of such arrangements may create appearance of conflict; corporations should not reimburse members and candidates for air transportation.","when attending analyst events, best practice for members and candidates is to REJECT any special cost arrangements — should pay for their commercial transportation and hotel charges — because acceptance of such arrangements may create appearance of conflict."
r28_prof_los_b_q9,B,"even if member's/candidate's employer does not have a policy on accepting gifts, must limit acceptance of gratuities and/or gifts to TOKEN items; Standard I(B) does not preclude customary, ordinary business-related entertainment as long as its purpose is not to influence or reward members or candidates.","even if member's/candidate's employer does not have a policy on accepting gifts, must limit acceptance of gratuities and/or gifts to TOKEN items."
r28_prof_los_b_q10,B,"prior to accepting 'bonuses' or gifts from clients, members and candidates should disclose to their employers such benefits offered by clients; if notification not possible prior to acceptance, must disclose to employer benefits previously accepted from clients; disclosure allows employer to make independent determination about extent to which gift may affect member's or candidate's independence and objectivity.","prior to accepting 'bonuses' or gifts from clients, members and candidates should disclose to their employers such benefits offered by clients."
r28_prof_los_b_q11,B,"work of credit rating agencies raises concerns similar to those inherent in investment banking relationships; analysts may face pressure to issue ratings at specific level because of other services agency offers companies (advising on development of structured products); rating agencies need to develop necessary FIREWALLS and protections to allow independent operations of their different business lines; when using information provided by credit rating agencies, members and candidates should be mindful of potential conflicts of interest and may need to INDEPENDENTLY VALIDATE the rating granted.",work of credit rating agencies raises concerns similar to those inherent in investment banking relationships.
r28_prof_los_b_q12,B,having analysts work with investment bankers is appropriate ONLY when conflicts are adequately and effectively managed; any such conflict that is not avoided must be disclosed (see Standard VI(A) Avoid or Disclose Conflicts); requires firms to carefully balance conflicts of interest inherent in collaboration.,having analysts work with investment bankers is appropriate ONLY when conflicts are adequately and effectively managed.
r28_prof_los_b_q13,B,"members and candidates may find themselves on either side of manager selection process; can be involved in selecting external managers to receive portions of firm's or client's assets to manage OR represent their firms in trying to be selected to manage external client's assets; both sides of process must maintain their independence and objectivity to ensure decisions are made in best interest of firm's or client's assets; must not attempt to compromise objectivity of person making selection through offering gifts, benefits, or other considerations.",members and candidates may find themselves on either side of manager selection process.
r28_prof_los_b_q14,B,"members and candidates should regularly monitor materials and content posted online or through social media to ensure that they contain current information; members and candidates who publish content through websites should also ensure that all reasonable precautions have been taken to protect website's integrity, confidentiality, and security and that website does not misrepresent any information and provides full disclosure.",members and candidates should regularly monitor materials and content posted online or through social media to ensure that they contain current information.
r28_prof_los_b_q15,B,"to avoid plagiarism in preparing research reports/conclusions of analysis, should: (1) maintain copies — keep copies of all research reports, articles containing research ideas, material with new statistical methodologies, and other materials relied on in preparing research report; (2) attribute quotations — attribute to sources any direct quotations including projections, tables, statistics, model/product ideas, and new methodologies prepared by persons other than recognized financial and statistical reporting services or similar sources; (3) attribute summaries — attribute to sources any paraphrases or summaries of material prepared by others.","to avoid plagiarism in preparing research reports/conclusions of analysis, should: (1) maintain copies — keep copies of all research reports, articles containing research ideas, material with new statistical methodologies, and other materials relied on in preparing research report."
r28_prof_los_b_q16,B,"members and candidates can prevent unintentional misrepresentations of qualifications or services they or their firms provide if each member understands limit of firm's or individual's capabilities and need to be accurate and complete in presentations; whether or not employer provides guidance, members and candidates must make certain they understand services firm performs and its qualifications and disclose that information without misrepresentation; each member/candidate should prepare summary of his or her own qualifications and experience and list of services member/candidate is capable of performing.",members and candidates can prevent unintentional misrepresentations of qualifications or services they or their firms provide if each member understands limit of firm's or individual's capabilities and need to be accurate and complete in presentations.
r28_prof_los_b_q17,B,"members and candidates must exercise care and diligence when incorporating third-party information into their own work; misrepresentations that result from using materials produced by outside parties BECOME THE RESPONSIBILITY of members and candidates when they incorporate that material into or make it part of their work; when providing information to clients from third parties, share responsibility for accuracy of marketing and distribution materials pertaining to third party's capabilities, services, and products; must disclose their intended use of external third parties and must not represent the work of others as their own.",members and candidates must exercise care and diligence when incorporating third-party information into their own work.
r28_prof_los_b_q18,B,"performance benchmark selection process is another area where misrepresentations may occur; members and candidates may misrepresent success of their performance record through presenting benchmarks that are not comparable to their strategies; clients can be misled if benchmark's results are not reported on basis comparable to that of the fund's or client's results; best practice is selecting the most appropriate available benchmark from universe of available options; transparent presentation of appropriate performance benchmarks is important in providing clients with information useful for investment decisions; Standard I(C) does not require that a benchmark always be provided in order to comply; some investment strategies may not lend themselves to displaying an appropriate benchmark because of complexity or diversity of investments; when reference indexes such as 'cash plus' basis are used for hedge fund, must disclose reasons behind use of this reference index.",performance benchmark selection process is another area where misrepresentations may occur.
r28_prof_los_b_q19,B,"reporting misrepresentations may occur when valuations for illiquid or non-traded securities are available from more than one source; when different options are available, members and candidates may be TEMPTED to switch providers to obtain higher security valuations; process of shopping for values may misrepresent security's worth, lead to misinformed decisions to sell or hold investment, and result in overcharging clients for advisory fees; must take reasonable steps to provide accurate and reliable security pricing information to clients on consistent basis; changing pricing providers must NOT be based solely on justification that new provider reports higher current value of security; consistency in valuation process will improve value of security pricing information.",reporting misrepresentations may occur when valuations for illiquid or non-traded securities are available from more than one source.
r28_prof_los_b_q20,B,"omission of fact or outcome can be misleading, especially in use of models and technical analysis processes; when inputs are knowingly omitted, resulting outcomes may provide misleading information; additionally, outcomes from models must NOT be presented as fact because they represent expected results based on inputs and analysis process; omissions in performance measurement and attribution process can also misrepresent manager's performance and skill; members and candidates must NOT misrepresent performance history by engaging in practices that distort past investment performance (e.g., cherry-picking highest-performing accounts and presenting them as representative of a strategy).","omission of fact or outcome can be misleading, especially in use of models and technical analysis processes."
r28_prof_los_b_q23,B,"include (but not limited to): interactions with colleagues, employees, or clients in workplace or academia or when participating in investment profession; activities in which member/candidate represents to others he/she is a CFA charterholder, candidate, or CFA Institute member; conduct while working as unpaid officer, representative, or volunteer with CFA Institute or local society; conduct while attending or participating in CFA Institute, local society, or industry-related meeting, course, conference, or event; writing about investments or markets in articles, books, reports, message boards, or blogs outside workplace or academia; communicating with government agency, regulator, or other professional organization regarding information within scope of member's/candidate's professional responsibilities related to investment profession.","include (but not limited to): interactions with colleagues, employees, or clients in workplace or academia or when participating in investment profession."
r28_prof_los_b_q24,B,"personal bankruptcy may NOT reflect on integrity or trustworthiness of person declaring bankruptcy, but IF circumstances of the bankruptcy involve fraudulent or deceitful business conduct, the bankruptcy MAY be a violation of this standard; determination depends on facts and circumstances.","personal bankruptcy may NOT reflect on integrity or trustworthiness of person declaring bankruptcy, but IF circumstances of the bankruptcy involve fraudulent or deceitful business conduct, the bankruptcy MAY be a violation of this standard."
r28_prof_los_b_q25,B,"individuals may attempt to ABUSE CFA Institute Professional Conduct Program by actively seeking CFA Institute enforcement of Code and Standards and, in particular, Standard I(D) as method of settling personal, political, or other disputes UNRELATED to professional ethics; CFA Institute is aware of this issue, and appropriate disciplinary policies, procedures, and enforcement mechanisms are in place to address misuse of the Code and Standards and the Professional Conduct Program in this way.","individuals may attempt to ABUSE CFA Institute Professional Conduct Program by actively seeking CFA Institute enforcement of Code and Standards and, in particular, Standard I(D) as method of settling personal, political, or other disputes UNRELATED to professional ethics."
r28_prof_los_b_q26,B,"to achieve and maintain competence, members and candidates should consider following activities: regularly engaging in professional development or continuing education program; studying for or earning professional certifications or designations; attending conferences, seminars, or webinars; regularly participating in training offered by their employer; diligently engaging in informal continuing education or self-study (outside reading of subject matter articles, treatises, publications); participating in expert groups or organizations; becoming proficient with any new skill or knowledge, as necessary, when their professional responsibilities change.","to achieve and maintain competence, members and candidates should consider following activities: regularly engaging in professional development or continuing education program."
r28_prof_los_b_q27,B,"although Standard I(E) contemplates ongoing professional development to maintain proficiency and competence, this standard does NOT mandate participation in a particular continuing education program or professional development plan; members and candidates can attain and maintain the competence needed to fulfill their professional responsibilities in a variety of ways.","although Standard I(E) contemplates ongoing professional development to maintain proficiency and competence, this standard does NOT mandate participation in a particular continuing education program or professional development plan."
r28_prof_los_b_q28,B,knowledge = body of information applied directly to performance of function and how effectively it is applied; skills = capabilities to perform role-specific act or function to complete specific tasks and achieve professional goals; abilities = capabilities and attitudes that support behaviors that result in observable outcomes.,knowledge = body of information applied directly to performance of function and how effectively it is applied.
r28_prof_los_b_q29,B,competence is NOT limited to examination of the education level of a member or candidate; highly educated investment consultant may not have experience to undertake consulting activities in unfamiliar area of practice; accounting professional supremely competent in providing financial statement audits may not be competent in assessing compliance with performance presentation standards (such as GIPS standards); investment consultant hired to conduct search for investment manager focused on sustainable investing may not have skills needed to competently evaluate managers with that focus.,competence is NOT limited to examination of the education level of a member or candidate.
r28_prof_los_b_q30,B,"over time, professional responsibilities of members and candidates may change or expand, requiring new or different knowledge, skills, and abilities; members and candidates will develop and refine their skills and abilities as their careers progress; Standard I(E) imposes duty to not simply achieve but also MAINTAIN competence, emphasizing need for members to continuously maintain or improve competence required of their professional position.","over time, professional responsibilities of members and candidates may change or expand, requiring new or different knowledge, skills, and abilities."
r29_int_los_a_q1,B,information regarding pending sale is both material and nonpublic; Staple violated Standard II(A) by communicating inside information to his broker; Halsey also violated the standard by buying the shares on the basis of material nonpublic information.,information regarding pending sale is both material and nonpublic.
r29_int_los_a_q2,B,Peter violated Standard II(A) because he failed to prevent the transfer and misuse of material nonpublic information to others in his firm; Peter's firm should have adopted information barriers to prevent communication of nonpublic information between departments; firm personnel who are members or candidates and who traded on the information also violated Standard II(A) by trading on inside information.,Peter violated Standard II(A) because he failed to prevent the transfer and misuse of material nonpublic information to others in his firm.
r29_int_los_a_q3,B,"Levenson must first determine whether material information is public; according to Standard II(A), if company has not made this information public (a small group forum does NOT qualify as a method of public dissemination), she must NOT use the information.",Levenson must first determine whether material information is public.
r29_int_los_a_q4,B,"although information on an expected takeover bid may be generally material and nonpublic, in this case the SOURCE of information is UNRELIABLE, so the information cannot be considered material; therefore, Fechtman is not prohibited from trading the stock based on this information.","although information on an expected takeover bid may be generally material and nonpublic, in this case the SOURCE of information is UNRELIABLE, so the information cannot be considered material."
r29_int_los_a_q5,B,"while company information on quarterly earnings data is material and nonpublic, Teja based his conclusion about the earnings drop on public information and pieces of nonmaterial nonpublic information (such as opinions of designers and retailers); therefore, trading based on Teja's correct conclusion is not prohibited by Standard II(A).","while company information on quarterly earnings data is material and nonpublic, Teja based his conclusion about the earnings drop on public information and pieces of nonmaterial nonpublic information (such as opinions of designers and retailers)."
r29_int_los_a_q6,B,"to reach conclusion about the value of the company, Clement pieced together a number of nonmaterial or public bits of information that affect Turgot Chariots; therefore, under the mosaic theory, Clement did NOT violate Standard II(A) in drafting the report.","to reach conclusion about the value of the company, Clement pieced together a number of nonmaterial or public bits of information that affect Turgot Chariots."
r29_int_los_a_q7,B,"when Zito receives advance notice of Clement's change of opinion, she knows it will have a material impact on the stock price, even if she is not aware of Clement's underlying reasoning; she is not a client of Clement but obtains early access to material nonpublic information prior to publication; her trades are based on material nonpublic information, thus she violated Standard II(A); Zito further violated the standard by relaying the information to her father — it would NOT matter if he or any other family member traded; the act of PROVIDING the information violated Standard II(A).","when Zito receives advance notice of Clement's change of opinion, she knows it will have a material impact on the stock price, even if she is not aware of Clement's underlying reasoning."
r29_int_los_a_q8,B,"even though Kellogg believes that Mayfield would not break the law by disclosing inside information, Kellogg violated Standard II(A) by purchasing additional shares of National; the fact that he lost money on the purchase does NOT absolve Kellogg for trading on material nonpublic information; it is the member's or candidate's responsibility to make sure, before executing investment actions, that comments about earnings are not material nonpublic information.","even though Kellogg believes that Mayfield would not break the law by disclosing inside information, Kellogg violated Standard II(A) by purchasing additional shares of National."
r29_int_los_a_q9,B,"there are often rumors and 'whisper numbers' before release of any kind; text message from the other trader would most likely be considered market noise; unless Nadler knew that the trader had an ongoing business relationship with the public firm, he had no reason to suspect he was receiving material nonpublic information that would prevent him from completing the trading request of the portfolio manager.",there are often rumors and 'whisper numbers' before release of any kind.
r29_int_los_a_q10,B,McCoy is appropriately using expert networks to enhance her evaluation process; she neither asked for nor received information that may be considered material and nonpublic (such as preliminary trial results); McCoy is allowed to seek advice from professionals within the industry that she follows.,McCoy is appropriately using expert networks to enhance her evaluation process.
r29_int_los_a_q11,B,"Watson violated Standard II(A) by passing along material nonpublic information concerning the ongoing product tests, which the fund used to trade in the securities and options of the related company; Watson cannot simply rely on the agreements signed by individuals who participate in expert networks that state that he has not received information that would prohibit his trading activity; he must make his own determination whether information he received through these arrangements reaches a materiality threshold that would influence his trading.","Watson violated Standard II(A) by passing along material nonpublic information concerning the ongoing product tests, which the fund used to trade in the securities and options of the related company."
r29_int_los_a_q12,B,"placing the securities mentioned as part of the merger on the firm's restricted trading list; guidance for Standard II(A) recommends adding securities to firm's restricted list when firm has or may have material nonpublic information; by adding these securities to this list, Andrews would uphold this standard; waiting until next day will not ensure news of the merger is made public — negotiations may take longer or merger may never happen — Andrews must wait until information is disseminated to market; should NOT disclose information to other managers, no trading allowed on MNPI.",placing the securities mentioned as part of the merger on the firm's restricted trading list.
r29_int_los_a_q13,B,Hart violated Standard II(A) Material Nonpublic Information; Hart's decision to invest in retail fund appears directly correlated with Rodriguez's statement about the successful quarter of Mega Retail; Rodriguez's information would be considered material because it would influence share price of Mega Retail and probably influence price of entire exchange-traded retail fund; Rodriguez also shared MNPI — sharing of such information in conversation between friends also violates Standard II(A).,Hart violated Standard II(A) Material Nonpublic Information.
r29_int_los_a_q14,B,"in addition to substance and specificity of information, source or relative reliability of information also determines materiality; less reliable a source, less likely information provided would be considered material; factual information from corporate insider regarding significant new contract is likely to be material, whereas assumption based on speculation by competitor about same contract is likely to be less reliable and, therefore, not material; information about trials of new drug/product/service under development from qualified personnel involved in trials is likely material; educated conjecture by subject experts NOT connected to the trials is unlikely to be material.","in addition to substance and specificity of information, source or relative reliability of information also determines materiality."
r29_int_los_a_q15,B,"the more ambiguous the effect of the information on price, the LESS material that information is considered; if it is unclear whether and to what extent the information will affect price of a security, the information may not be considered material; passage of time may also render information that was once important immaterial.","the more ambiguous the effect of the information on price, the LESS material that information is considered."
r29_int_los_a_q16,B,"information is 'nonpublic' until it has been disseminated or is available to the marketplace in general (as opposed to a select group of investors); 'disseminated' can be defined as 'made known' — for example, company report of profits posted on internet and distributed widely through press release or accompanied by a filing has been effectively disseminated to the marketplace; must have reasonable expectation that people have received the information before it can be considered public; is NOT necessary to wait for slowest method of delivery.",information is 'nonpublic' until it has been disseminated or is available to the marketplace in general (as opposed to a select group of investors).
r29_int_los_a_q17,B,"must be particularly aware of information that is selectively disclosed by corporations to small group of investors, analysts, or other market participants; information that is made available to analysts remains nonpublic until it is made available to investors in general; corporations that disclose information on a limited basis create the potential for insider-trading violations; issues of selective disclosure may arise when a corporate insider provides material information to analysts in a briefing or conference call BEFORE that information is released to the public; analysts must be aware that a disclosure made to a room full of analysts does NOT necessarily make the disclosed information 'public'.","must be particularly aware of information that is selectively disclosed by corporations to small group of investors, analysts, or other market participants."
r29_int_los_a_q18,B,"a member or candidate MAY use insider information provided legitimately by source company for specific purpose of conducting due diligence according to business agreement between parties for such activities as mergers, loan underwriting, credit ratings, and offering engagements; in such instances, investment professional would NOT be considered in violation of Standard II(A) by using material information; HOWEVER, use of insider information provided by source company for OTHER purposes, especially to trade or entice others to trade the securities of the firm, is a violation of this standard.","a member or candidate MAY use insider information provided legitimately by source company for specific purpose of conducting due diligence according to business agreement between parties for such activities as mergers, loan underwriting, credit ratings, and offering engagements."
r29_int_los_a_q19,B,important for investment professionals to understand implications of using information from internet and social media platforms because all such information may not actually be considered public; some social media platforms require membership in specific groups to access published content; members and candidates participating in groups with membership limitations should VERIFY that material information obtained from these sources can also be accessed from a source that would be considered available to the public BEFORE using that information.,important for investment professionals to understand implications of using information from internet and social media platforms because all such information may not actually be considered public.
r29_int_los_a_q20,B,"when a particularly well-known or respected analyst issues a report or makes changes to his or her recommendation, that information alone may influence the market and thus may be considered material; the analyst is NOT a company insider, however, and does not have access to inside information; presumably, analyst created report from information available to public (mosaic theory) and by using expertise to interpret information; analyst's hard work paid for by the client generated the conclusions; simply because public in general would find conclusions material does not require analyst make his or her work public; investors who are not clients of the analyst can either do the work themselves or become clients of the analyst.","when a particularly well-known or respected analyst issues a report or makes changes to his or her recommendation, that information alone may influence the market and thus may be considered material."
r29_int_los_a_q21,B,can use material public information and nonmaterial nonpublic information in the analyst's analysis; mosaic theory states that an analyst may use material public information and nonmaterial nonpublic information in creating a larger picture than shown by any individual piece of information — conclusions the analyst reaches become material only after the pieces are assembled.,can use material public information and nonmaterial nonpublic information in the analyst's analysis.
r29_int_los_a_q22,B,"financial analyst gathers and interprets large quantities of information from many sources; analyst may use significant conclusions derived from analysis of public and nonmaterial nonpublic information as basis for investment recommendations and decisions EVEN IF those conclusions would have been material inside information had they been communicated directly to the analyst by a company; under 'mosaic theory,' financial analysts are free to act on this collection, or mosaic, of information without risking violation.",financial analyst gathers and interprets large quantities of information from many sources.
r29_int_los_a_q23,B,"although analysts are free to use mosaic information in their research reports, they SHOULD save and document all their research; evidence of the analyst's knowledge of public and nonmaterial nonpublic information about a corporation strengthens the assertion that the analyst reached his or her conclusions solely through appropriate methods rather than through using material nonpublic information.","although analysts are free to use mosaic information in their research reports, they SHOULD save and document all their research."
r29_int_los_a_q24,B,"members and candidates may provide compensation to individuals for their insights without violating this standard; however, members and candidates are ULTIMATELY RESPONSIBLE for ensuring that they are not requesting or acting on confidential information received from external experts, which may violate security regulations and would violate this standard; firms connecting experts with members or candidates often require both parties to sign agreements concerning disclosure of material nonpublic information; even with protections from such compliance practices, if an expert provides MNPI, members and candidates are PROHIBITED from taking investment actions using this information until the information becomes publicly known to the market.",members and candidates may provide compensation to individuals for their insights without violating this standard.
r29_int_los_a_q25,B,"prohibition on using this information goes BEYOND the direct buying and selling of individual securities or bonds; members and candidates must NOT use material nonpublic information to influence their investment actions related to DERIVATIVES, MUTUAL FUNDS, or other alternative investments; any trading based on material nonpublic information constitutes a violation of Standard II(A).",prohibition on using this information goes BEYOND the direct buying and selling of individual securities or bonds.
